"#### EXPORT DONNEES METEO POUR ""NANTERRE"" (LAT/LON: 48.892423/2.215331)",,,,,,,,,,,,,,,,,,,,,
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE,,,,,,,,,,,,,,,,,,,,,
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt,,,,,,,,,,,,,,,,,,,,,
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
4/23/19,22,15,9,16,22,22,0.6,57,10,1000,47.25,24,11,18,116,116,119,0,5,8.2,météo favorable
4/24/19,18,14,23,15,15,15,1.8,66,9.25,1000,65.5,18,11,13,176,176,263,0,4,8.2,météo défavorable
4/25/19,14,12,20,12,13,14,3.6,72,8.75,1008,83,14,8,11,296,266,353,0,3,7.1,météo défavorable
4/26/19,18,10,17,10,17,17,0.1,63,10,1017,32.125,18,7,12,116,116,176,0,5,9.3,météo favorable
4/27/19,13,9,29,11,12,11,1.1,60,9,1021,81.25,13,7,6,266,353,116,0,3,10.2,météo défavorable
4/28/19,12,8,20,8,11,12,1,71,8,1022,68,12,5,7,116,266,353,0,3,10.2,météo défavorable
4/29/19,19,8,10,9,17,17,0,63,10,1025,31.375,19,6,13,116,116,119,0,4,13.4,météo favorable
4/30/19,18,10,14,10,17,16,0,70,10,1025,26.125,18,8,12,116,116,116,0,5,13.4,météo favorable
5/1/19,21,9,11,10,20,19,0,66,10,1021,35.375,22,10,14,116,116,116,0,5,12.4,météo favorable
5/2/19,15,11,17,11,13,15,2.2,79,9,1015,91.125,15,10,10,122,266,353,0,3,9.2,météo défavorable
5/3/19,18,9,14,9,17,16,0.9,68,10,1015,44.25,18,7,12,116,176,353,0,4,13.5,météo favorable
5/4/19,11,7,24,8,9,11,3.6,70,8.5,1020,56.75,11,6,4,119,302,176,0,3,11.4,météo défavorable
5/5/19,12,5,19,6,11,12,0.5,58,9.875,1024,35.875,12,1,6,116,176,176,0,4,11.4,météo très défavorable
5/6/19,14,7,9,8,13,13,0.2,62,10,1025,34.125,14,4,10,116,116,176,0,4,11.4,météo correcte
5/7/19,16,9,12,9,15,16,0.1,55,10,1022,65,16,5,12,119,116,119,0,3,11.4,météo défavorable
5/8/19,17,11,24,11,15,15,10,85,8.125,1009,78.25,17,10,11,263,302,353,0,3,10.4,météo défavorable
5/9/19,16,11,26,12,14,15,7.7,75,9.5,1007,79.375,16,9,11,389,176,353,0,4,10.4,météo défavorable
5/10/19,17,9,12,10,17,14,1.6,84,9.5,1011,61.25,17,11,13,116,116,296,0,4,10.4,météo correcte
5/11/19,16,9,16,10,13,16,16.9,88,9.125,1025,79.375,16,11,7,353,308,299,0,3,10.4,météo très défavorable
5/12/19,16,8,18,8,14,15,0.1,57,10,1037,10.875,16,5,9,116,116,116,0,3,14.5,météo correcte
5/13/19,17,8,21,9,16,16,0,53,10,1038,1.125,17,4,11,116,113,116,0,4,14.5,météo correcte
5/14/19,18,10,19,10,17,17,0,57,10,1035,2.25,18,5,12,116,116,116,0,5,14.5,météo favorable
5/15/19,18,11,17,12,17,17,0,49,10,1027,6,18,5,13,113,113,116,0,5,14.5,météo favorable
5/16/19,18,10,16,11,17,16,0,60,10,1022,21,18,6,13,116,116,116,0,5,14.5,météo favorable
5/17/19,22,11,10,11,20,20,1.3,65,10,1011,35.125,24,10,15,116,116,116,0,5,13.5,météo favorable
5/18/19,20,13,8,13,19,20,3.9,66,10,1006,84.625,20,10,16,353,353,353,0,4,9.5,météo défavorable
5/19/19,20,13,14,14,20,19,1,68,10,1008,53.625,20,11,16,116,119,353,0,4,11.5,météo correcte
5/20/19,18,12,13,12,17,18,0.3,70,10,1013,69.375,18,11,14,119,122,353,0,5,10.5,météo défavorable
5/21/19,21,12,15,13,20,20,0,64,10,1019,26.125,21,10,16,116,116,116,0,5,14.5,météo favorable
5/22/19,24,13,6,14,22,22,0,53,10,1021,17.875,24,12,18,116,116,116,0,6,14.5,météo favorable
5/23/19,25,16,7,16,23,24,0,49,10,1021,27.375,25,9,19,116,116,116,0,6,15.4,météo favorable
5/24/19,23,15,14,15,22,21,0,66,10,1017,34.75,24,12,18,116,116,116,0,6,15.8,météo favorable
5/25/19,22,14,15,15,21,20,2,68,9.75,1019,35.375,24,12,18,116,116,176,0,5,15.6,météo favorable
5/26/19,21,14,16,14,21,19,0.1,74,10,1019,39.25,23,13,17,116,116,119,0,5,15.6,météo favorable
5/27/19,20,14,18,15,19,18,0.7,68,9,1015,74.75,20,13,15,266,176,353,0,4,13.7,météo défavorable
5/28/19,18,11,20,12,17,17,0.2,63,9.875,1016,33,18,8,13,116,116,176,0,5,15.9,météo favorable
5/29/19,20,11,16,12,19,18,0.1,71,9.375,1023,55.625,20,10,15,116,119,119,0,5,13.7,météo correcte
5/30/19,20,13,11,15,20,17,0.7,77,9.5,1026,87.125,20,14,14,176,122,176,0,4,12.8,météo défavorable
5/31/19,23,15,4,16,22,21,0.1,64,10,1027,51.125,25,14,18,116,119,116,0,5,15.6,météo correcte
6/1/19,31,18,10,20,28,31,0,63,10,1024,5.875,31,18,23,116,116,113,0,7,15.9,météo favorable
6/2/19,30,20,20,21,29,28,0,59,10,1018,17.25,30,17,25,116,116,116,0,7,16,météo favorable
6/3/19,22,18,10,18,20,21,0.6,75,9,1016,80.25,24,14,18,122,266,176,0,4,12,météo défavorable
6/4/19,26,16,22,17,26,24,10.4,71,9.25,1014,64.875,27,16,21,116,356,356,0,6,13.8,météo correcte
6/5/19,19,12,14,15,15,13,16.1,81,7.625,1010,88.75,19,14,11,302,266,296,0,5,12,météo très défavorable
6/6/19,21,11,14,12,19,20,5,61,9.75,1014,35.125,22,9,15,116,116,116,0,4,16,météo favorable
6/7/19,16,14,37,15,16,16,1.8,68,9.875,1009,71.375,16,9,13,116,296,353,0,5,12.9,météo défavorable
6/8/19,20,12,28,13,18,19,0.5,60,9.875,1023,56.75,20,9,15,122,116,176,0,4,14.7,météo correcte
6/9/19,23,13,9,14,20,23,0,64,17.125,1024,39.75,24,10,16,116,119,116,0,5,16.1,météo correcte
6/10/19,18,15,17,15,18,18,1.7,64,11.125,1017,61.75,18,10,16,176,122,116,0,5,13.8,météo correcte
6/11/19,20,12,15,13,19,19,0.6,62,11.5,1013,63.75,20,9,16,116,119,176,0,5,12,météo correcte
6/12/19,19,13,23,13,18,18,0.5,66,15.625,1011,54.375,19,10,15,116,119,353,0,4,16.1,météo correcte
6/13/19,21,12,23,12,19,21,0,66,17.75,1013,45.625,23,11,14,116,122,119,0,5,15.6,météo correcte
6/14/19,23,14,11,15,21,22,3.5,70,18.125,1014,69.75,25,14,18,266,116,176,0,5,13,météo défavorable
6/15/19,22,16,19,16,21,21,2.1,62,16,1018,49.125,24,13,18,176,116,116,0,4,16.1,météo favorable
6/16/19,22,14,14,14,20,22,0.2,66,18.125,1021,61.125,25,14,17,116,116,353,0,5,13.9,météo correcte
6/17/19,28,16,6,18,26,26,0,60,20,1021,19.375,27,15,22,116,116,116,0,6,16.1,météo favorable
6/18/19,29,19,14,20,27,28,0,58,20,1017,15.75,29,16,23,116,116,116,0,7,16.1,météo favorable
6/19/19,25,18,23,21,25,23,3.3,72,10.75,1011,44.125,26,17,20,116,116,356,0,6,14.7,météo favorable
6/20/19,21,16,17,16,19,21,0.9,77,9,1018,62.5,23,13,16,119,266,116,0,4,14.7,météo correcte
6/21/19,23,14,16,15,22,21,0,65,10,1021,24.75,24,11,17,116,116,116,0,6,16.1,météo favorable
6/22/19,25,13,13,14,23,25,0,58,10,1022,12.5,25,13,18,116,116,116,0,6,16.1,météo favorable
6/23/19,28,17,17,19,26,27,0,65,10,1017,21.375,28,18,22,116,116,116,0,6,16.1,météo favorable
6/24/19,30,21,19,23,30,27,0,71,10,1017,30.5,31,20,25,116,116,116,0,7,16.1,météo favorable
6/25/19,32,22,12,23,30,31,0,74,10,1021,23.25,33,21,25,116,116,116,0,7,16.1,météo favorable
6/26/19,33,21,21,22,30,31,0,70,10,1022,13.75,36,22,25,116,116,116,0,7,16.1,météo favorable
6/27/19,31,20,21,21,29,29,0,71,10,1023,8.75,35,21,25,116,113,113,0,7,16.1,météo favorable
6/28/19,32,20,16,20,29,30,0,58,10,1023,27.25,32,17,24,116,116,122,0,7,15.6,météo favorable
6/29/19,36,23,14,23,33,34,0,51,10,1020,10.875,36,20,27,116,116,116,0,7,16.1,météo favorable
6/30/19,29,21,14,21,25,26,0,61,10,1019,13.875,32,21,23,116,116,116,0,6,16.1,météo favorable
7/1/19,25,16,18,17,24,23,1.3,62,9.75,1022,35.75,26,13,19,176,116,116,0,6,16.1,météo favorable
7/2/19,25,15,18,17,25,24,0,61,10,1023,7.75,26,12,20,116,116,116,0,6,16.1,météo favorable
7/3/19,25,15,21,15,23,23,0,59,10,1023,7,25,12,19,116,116,113,0,6,16.1,météo favorable
7/4/19,28,15,14,16,25,27,0,56,10,1024,2.75,27,13,20,116,113,113,0,6,16,météo idéale
7/5/19,33,17,10,19,30,31,0,46,10,1021,17.875,31,15,24,116,116,113,0,7,16,météo favorable
7/6/19,30,20,15,21,29,29,0.3,54,10,1016,21.5,30,15,25,116,116,116,0,7,16,météo favorable
7/7/19,27,17,16,18,27,24,0.7,65,9.875,1016,49.875,27,14,20,116,116,176,0,5,16,météo favorable
7/8/19,23,15,18,15,22,22,0,54,10,1020,30,24,10,18,119,116,116,0,6,16,météo favorable
7/9/19,23,13,17,13,21,23,0,55,10,1021,9,24,9,16,116,116,116,0,5,16,météo favorable
7/10/19,27,16,8,18,25,26,0,53,10,1021,34.875,27,13,22,116,116,116,0,6,16,météo favorable
7/11/19,28,21,13,21,25,27,4,66,9.625,1017,64.5,27,15,22,119,356,116,0,5,14.7,météo correcte
7/12/19,25,17,19,17,23,24,0.4,66,9.875,1016,39.25,26,14,19,116,116,176,0,6,15.5,météo favorable
7/13/19,25,17,14,18,24,24,0,64,10,1020,23.25,26,14,21,116,116,116,0,6,14.5,météo favorable
7/14/19,23,14,22,14,20,22,0,74,10,1020,29.375,25,13,16,116,119,116,0,5,13.5,météo correcte
7/15/19,23,13,15,14,22,23,0,63,10,1020,12.25,25,13,17,116,116,116,0,5,14.5,météo favorable
7/16/19,26,16,10,17,23,26,0,60,10,1020,14.75,26,13,20,113,116,116,0,6,13.5,météo favorable
7/17/19,29,18,11,19,28,27,0,55,10,1017,21.375,28,13,24,116,116,116,0,7,14.5,météo favorable
7/18/19,24,18,15,18,23,22,1.1,73,9.875,1014,48.375,25,16,20,116,116,176,0,6,11.6,météo favorable
7/19/19,27,17,14,18,24,27,0.3,58,10,1016,49,27,16,21,119,116,116,0,5,14.5,météo favorable
7/20/19,26,21,22,21,25,25,1.5,61,9.75,1016,55.5,27,15,22,176,176,353,0,6,11.6,météo correcte
7/21/19,28,18,11,18,27,27,0,56,10,1023,20.375,27,14,22,116,116,116,0,6,14.5,météo favorable
7/22/19,35,20,11,23,32,34,0,48,10,1024,4,35,15,27,113,113,113,0,8,14.5,météo favorable
7/23/19,36,25,14,25,34,35,0,43,10,1022,0.75,36,15,28,113,116,113,0,8,14.5,météo favorable
7/24/19,37,27,10,28,34,37,0.2,49,10,1015,24,39,19,30,176,116,116,0,8,14.5,météo favorable
7/25/19,41,28,20,28,38,40,6.9,42,9.75,1014,42,43,20,33,116,299,116,0,9,12.5,météo correcte
7/26/19,31,22,21,23,29,27,0.6,60,9.875,1011,38.75,32,18,23,116,176,116,0,6,14.5,météo favorable
7/27/19,24,18,15,18,23,23,5.2,74,8.5,1008,71.375,25,15,19,266,176,119,0,6,10.5,météo défavorable
7/28/19,23,16,17,16,22,23,0.9,73,10,1010,68.25,25,14,18,116,122,353,0,5,10.5,météo défavorable
7/29/19,29,18,12,19,26,29,0,45,10,1012,12.625,28,10,22,116,116,116,0,6,14.5,météo favorable
7/30/19,25,19,25,19,25,23,0.1,58,10,1015,27,25,12,20,116,116,116,0,6,14.5,météo favorable
7/31/19,22,16,16,16,21,21,0.1,56,10,1019,58,23,12,17,122,119,116,0,4,11.5,météo correcte
8/1/19,27,18,13,19,27,26,0,59,10,1019,29.125,27,14,22,116,116,116,0,6,13.5,météo favorable
8/2/19,27,19,16,19,26,26,0,57,10,1018,45.25,27,13,21,122,116,116,0,6,14.5,météo favorable
8/3/19,26,17,11,18,24,25,0,65,10,1019,20.125,26,14,20,116,116,116,0,6,14.5,météo favorable
8/4/19,31,20,7,20,28,30,0.2,53,9.875,1016,33.375,29,14,23,116,116,116,0,7,13.5,météo favorable
8/5/19,28,19,15,19,25,26,1,62,9.875,1015,52.125,27,15,21,116,116,116,0,5,12.4,météo favorable
8/6/19,21,15,13,19,20,19,8.4,73,9.5,1013,70.75,22,16,16,353,293,293,0,5,9.3,météo défavorable
8/7/19,25,18,15,18,24,25,0,67,10,1011,54.375,25,16,20,116,119,116,0,5,13.5,météo correcte
8/8/19,30,19,8,20,27,29,0,47,10,1012,41,29,14,23,116,116,116,0,7,12.4,météo favorable
8/9/19,26,21,22,23,26,22,9.9,66,9.625,1009,64,27,19,22,176,353,299,0,6,10.3,météo correcte
8/10/19,25,20,27,20,23,25,0,59,10,1017,58.25,25,13,20,122,122,116,0,6,12.4,météo correcte
8/11/19,23,16,15,17,20,23,0.3,60,10,1018,51,24,11,19,116,116,176,0,6,11.3,météo favorable
8/12/19,23,16,18,17,22,22,0.4,59,9.875,1017,33.125,24,11,18,116,116,386,0,6,13.4,météo favorable
8/13/19,20,14,18,14,20,19,0.4,69,9.875,1021,39.125,20,11,16,116,116,176,0,5,11.3,météo favorable
8/14/19,23,15,18,16,22,22,0.1,60,9.375,1020,64.25,25,11,19,116,122,119,0,6,9.2,météo correcte
8/15/19,23,17,23,17,21,22,1.1,67,9.625,1018,81,25,14,19,353,176,353,0,5,10.2,météo défavorable
8/16/19,25,16,17,17,23,25,0,59,10,1019,26.125,26,12,20,116,116,116,0,6,14.5,météo favorable
8/17/19,21,18,19,18,20,20,7.3,88,9.375,1012,87.75,22,18,18,302,176,296,0,5,9.1,météo défavorable
8/18/19,23,18,24,19,21,22,6.5,80,8.625,1013,84.625,25,17,19,296,299,176,0,5,10.2,météo défavorable
8/19/19,23,16,15,16,21,22,0.1,59,10,1020,43.25,24,11,18,119,116,119,0,6,12.3,météo favorable
8/20/19,22,16,12,16,21,22,0.3,60,10,1026,62.625,24,10,17,116,116,176,0,4,8.2,météo correcte
8/21/19,25,15,9,16,23,24,0,51,10,1028,32.125,25,10,19,116,116,122,0,6,9.3,météo favorable
8/22/19,27,17,10,17,25,27,0,40,10,1026,6.875,26,10,20,116,116,116,0,6,11.6,météo favorable
8/23/19,28,17,12,17,25,27,0,48,10,1026,21.625,27,12,20,113,116,116,0,6,10.4,météo favorable
8/24/19,31,19,8,20,28,29,0,53,10,1020,37,29,13,23,116,116,122,0,7,9.3,météo favorable
8/25/19,36,22,11,23,34,33,0,40,10,1018,8.25,34,13,28,116,113,116,0,8,11.6,météo idéale
8/26/19,34,25,10,25,32,32,0,38,10,1018,2.5,32,14,28,113,113,116,0,8,11.6,météo idéale
8/27/19,34,23,15,24,31,32,0,41,9.875,1016,15.5,33,14,26,116,116,200,0,7,11.6,météo favorable
8/28/19,28,22,15,23,27,26,0.1,58,10,1016,41.5,28,16,24,116,116,116,0,7,11.6,météo favorable
8/29/19,25,19,13,19,23,25,0,61,10,1022,19.75,25,15,20,116,116,116,0,6,11.6,météo favorable
8/30/19,28,19,9,19,26,26,0,45,10,1024,9.25,26,10,22,113,113,116,0,6,11.6,météo idéale
8/31/19,30,20,19,20,28,27,0,50,10,1019,15.75,30,13,23,116,116,116,0,7,11.6,météo favorable
9/1/19,23,16,17,17,21,21,0.2,61,10,1020,56.25,24,12,18,176,116,116,0,6,9.1,météo correcte
9/2/19,24,14,10,15,22,22,0,54,10,1026,10.375,24,9,17,116,116,116,0,6,11.6,météo favorable
9/3/19,24,16,13,16,22,23,0,62,10,1027,7,25,12,18,116,116,116,0,6,11.6,météo favorable
9/4/19,23,15,19,17,23,19,0,57,10,1023,15.5,23,12,16,116,116,119,0,6,11.6,météo favorable
9/5/19,20,13,17,13,19,18,0,64,10,1027,42,20,10,15,116,119,122,0,5,7.8,météo correcte
9/6/19,22,12,14,12,20,20,0,60,10,1028,29.375,23,9,15,116,116,116,0,5,10.3,météo favorable
9/7/19,20,14,17,14,19,18,0.5,68,10,1023,53.75,20,12,14,176,176,116,0,4,10.3,météo favorable
9/8/19,18,11,15,11,17,17,0.2,61,10,1024,42.625,18,8,14,116,176,119,0,5,10.3,météo favorable
9/9/19,19,12,12,12,18,18,0.1,63,10,1020,83.625,19,7,14,116,119,122,0,4,6.5,météo défavorable
9/10/19,23,13,13,13,21,21,0,54,10,1021,33,24,8,16,116,116,116,0,4,11.6,météo favorable
9/11/19,22,14,13,14,20,21,0,65,10,1026,46.125,23,11,16,116,119,122,0,5,9,météo correcte
9/12/19,23,16,9,16,21,23,0,79,10,1031,67.375,25,16,18,116,119,119,0,6,6.4,météo défavorable
9/13/19,24,17,11,17,23,23,0,73,10,1033,32.75,26,15,19,116,116,116,0,6,11.6,météo favorable
9/14/19,28,14,11,15,24,27,0,75,10,1032,10.875,28,15,18,116,116,113,0,6,11.6,météo favorable
9/15/19,32,19,9,19,28,30,0,55,10,1027,0,31,14,22,113,113,113,0,7,11.6,météo idéale
9/16/19,22,16,13,0,0,0,0,67,10,1023,32.25,26,14,6,116,116,116,0,6,11.6,météo favorable
9/17/19,23,15,19,17,21,21,0,70,10,1024,43.25,24,14,16,119,116,116,0,6,11.6,météo favorable
9/18/19,19,11,20,11,17,18,0,56,10,1027,5.875,19,7,12,116,116,116,0,5,11.6,météo favorable
9/19/19,20,11,19,11,18,18,0,60,10,1028,2,20,7,13,116,116,113,0,5,11.6,météo favorable
9/20/19,22,11,19,12,19,21,0,42,10,1027,1.875,22,3,14,113,113,113,0,5,11.6,météo favorable
9/21/19,28,15,11,15,24,26,0,56,10,1017,6.375,27,12,18,113,116,116,0,6,11.6,météo favorable
9/22/19,21,18,17,19,20,18,0.2,70,10,1011,47.125,22,14,18,116,176,116,0,5,8.8,météo favorable
9/23/19,22,14,14,14,20,21,0.5,69,10,1016,36,24,11,16,116,116,116,0,4,11.6,météo favorable
9/24/19,21,16,22,18,17,20,2,77,9,1015,76.125,22,13,17,119,266,353,0,4,7.4,météo défavorable
9/25/19,18,15,20,15,16,18,2.7,78,9.75,1009,76.5,18,14,15,116,296,353,0,4,7.4,météo défavorable
9/26/19,21,17,22,17,20,20,3,80,8.625,1011,98.5,21,15,18,122,353,122,0,4,6,météo défavorable
9/27/19,21,15,26,16,20,19,3.8,66,9.625,1013,77.5,22,14,17,176,176,353,0,4,7.4,météo défavorable
9/28/19,20,14,21,14,19,19,0.1,69,10,1016,62.125,20,10,15,116,116,176,0,4,7.4,météo correcte
9/29/19,20,15,33,15,19,18,2.1,70,7.875,1013,74.375,20,13,16,116,296,266,0,4,5.9,météo défavorable
9/30/19,20,13,15,13,18,19,0.3,71,9.375,1015,54.75,20,11,14,119,119,116,0,5,10.2,météo correcte
10/1/19,21,16,24,18,21,19,3.6,75,9.625,1009,76.625,23,15,17,122,353,353,0,4,8.8,météo défavorable
10/2/19,16,9,19,14,15,13,2.7,69,10,1021,56,16,12,10,353,176,116,0,3,10.2,météo correcte
10/3/19,16,9,10,10,14,14,0,51,10,1022,15.25,17,2,10,116,116,116,0,4,11.6,météo correcte
10/4/19,17,14,22,14,16,16,1,74,10,1013,84.375,17,11,14,176,176,353,0,5,5.9,météo défavorable
10/5/19,16,14,6,14,15,16,1.7,85,9.875,1015,83.75,16,13,15,353,176,296,0,4,5.8,météo défavorable
10/6/19,18,13,25,15,17,15,1.7,82,9.75,1015,60.625,18,12,12,176,296,116,0,4,8.7,météo correcte
10/7/19,17,12,18,12,16,16,0.2,77,10,1019,74.875,17,10,13,119,176,116,0,5,5.8,météo défavorable
10/8/19,16,13,17,15,15,14,6.6,89,8.5,1015,87.625,16,14,13,266,296,296,0,4,5.6,météo défavorable
10/9/19,16,11,24,11,15,14,0.8,65,10,1013,60.375,16,9,11,116,176,353,0,4,5.6,météo correcte
10/10/19,17,12,18,12,16,17,0.6,73,10,1018,42.375,17,9,12,353,119,116,0,5,8.6,météo correcte
10/11/19,20,13,19,13,17,19,0,79,10,1018,20,20,11,13,116,122,116,0,5,10.1,météo correcte
10/12/19,20,14,15,14,18,20,0,81,10,1012,46.625,20,15,15,116,122,122,0,5,7,météo correcte
10/13/19,24,16,28,17,23,21,1.1,73,9.75,1012,60.5,25,15,19,176,116,176,0,6,10.1,météo correcte
10/14/19,22,15,20,16,22,20,2.8,69,9.75,1013,54,25,14,18,116,116,296,0,4,8.5,météo favorable
10/15/19,17,13,20,15,17,15,1.3,69,7,1011,70.5,17,12,12,266,116,176,0,4,7,météo défavorable
10/16/19,15,11,27,14,15,15,1.8,77,7.875,1011,96.125,15,11,12,266,296,266,0,4,5.4,météo défavorable
10/17/19,16,13,17,13,14,16,1,82,9,1012,78.75,16,11,14,176,122,176,0,3,5.2,météo défavorable
10/18/19,17,14,28,15,16,15,1.8,63,10,1009,70.125,17,10,13,353,299,116,0,4,6.8,météo défavorable
10/19/19,17,14,14,14,16,16,7.8,80,9.25,1008,94,17,11,13,176,302,353,0,4,5.2,météo défavorable
10/20/19,14,11,18,13,11,11,12.9,88,9,1008,99.375,14,12,9,302,302,176,0,3,5.2,météo défavorable
10/21/19,15,12,20,12,14,14,1.4,80,10,1022,73.75,15,10,11,353,122,176,0,3,6.8,météo défavorable
10/22/19,15,9,14,11,14,14,0,81,10,1024,23.75,15,10,10,116,116,116,0,4,10.3,météo correcte
10/23/19,17,11,13,13,15,16,0,82,10,1019,45.875,17,12,12,122,116,116,0,3,10.2,météo correcte
10/24/19,18,14,20,14,17,16,0,70,10,1013,39.875,18,12,14,116,116,119,0,5,10,météo favorable
10/25/19,16,12,18,12,15,16,0,81,10,1020,44,16,12,12,116,119,119,0,3,6.7,météo correcte
10/26/19,20,14,19,14,18,19,0,75,10,1019,15.75,20,12,14,116,122,116,0,5,10,météo correcte
10/27/19,16,1,16,12,9,6,8.5,84,6.375,1024,84.5,16,12,2,266,302,266,0,3,5.1,météo très défavorable
10/28/19,11,8,15,8,10,11,0.1,69,10,1024,50,11,5,6,116,116,116,0,3,10,météo défavorable
10/29/19,11,4,17,9,10,8,0,65,10,1023,70.125,11,5,5,122,116,116,0,2,10,météo très défavorable
10/30/19,10,6,11,9,9,9,0.7,76,8,1023,92.5,10,6,7,266,266,122,0,3,5,météo défavorable
10/31/19,11,4,11,9,10,8,1.8,90,8.875,1020,98.125,11,10,5,266,296,122,0,3,5,météo très défavorable
11/1/19,15,10,21,11,13,15,4.6,93,6.5,1016,98.875,15,14,11,143,302,353,0,3,5,météo défavorable
11/2/19,16,12,30,15,14,13,1.5,72,8.375,997,93.875,16,13,10,353,176,353,0,3,5,météo défavorable
11/3/19,13,10,21,12,13,12,8.5,86,9,989,80.125,13,10,10,122,302,353,0,3,6.6,météo défavorable
11/4/19,14,7,26,11,14,12,4.5,72,8.625,991,89.75,14,7,7,266,176,176,0,3,4.9,météo défavorable
11/5/19,13,9,14,10,12,12,2.2,78,9.875,1000,70.875,13,7,8,119,353,353,0,3,6.6,météo défavorable
11/6/19,12,8,13,8,12,12,0.2,82,10,1006,74.75,12,7,8,122,116,119,0,4,4.9,météo défavorable
11/7/19,11,8,23,10,11,10,1.4,72,9.25,1001,75.25,11,7,6,296,263,116,0,3,8.2,météo défavorable
11/8/19,11,6,7,6,9,10,0.1,79,10,1010,41,11,5,6,116,116,116,0,2,9.7,météo défavorable
11/9/19,10,6,14,7,9,9,0.1,71,10,1012,42.25,10,4,6,116,116,116,0,3,9.7,météo défavorable
11/10/19,9,7,13,7,8,8,2.7,84,8.625,1014,79.75,9,5,4,296,296,119,0,2,6.5,météo défavorable
11/11/19,9,6,21,6,7,8,2,86,9.75,1014,66.625,9,5,2,116,296,176,0,3,4.8,météo défavorable
11/12/19,8,6,19,7,7,7,2.3,77,8.75,1008,81.375,8,3,3,176,266,293,0,3,4.8,météo très défavorable
11/13/19,10,6,21,6,9,9,0.7,82,9.875,1004,84.5,10,4,4,176,176,353,0,2,4.8,météo défavorable
11/14/19,9,6,14,6,8,8,2.3,82,9.875,1001,53.375,9,4,3,296,119,116,0,2,9.5,météo défavorable
11/15/19,5,0,15,5,5,4,10.5,93,7.875,1001,96.5,5,3,1,266,302,320,0,2,4.6,météo très défavorable
11/16/19,7,1,15,6,7,6,1.8,85,8.875,1010,91,7,4,2,176,266,116,0,2,3.4,météo très défavorable
11/17/19,8,4,9,4,7,7,0.1,81,10,1011,51,8,3,4,119,119,116,0,2,8.7,météo très défavorable
11/18/19,8,4,14,4,6,8,3.3,87,8.875,1015,82.75,8,5,2,116,122,296,0,3,3.4,météo très défavorable
11/19/19,10,5,6,6,9,8,0,64,10,1019,40.875,10,3,5,122,116,116,0,2,8.7,météo très défavorable
11/20/19,7,3,14,3,5,6,0,81,10,1018,57.375,7,2,0,122,122,116,0,2,8.7,météo très défavorable
11/21/19,10,3,14,3,8,9,0.1,85,10,1009,43.875,10,6,2,116,116,116,0,3,6.9,météo très défavorable
11/22/19,10,6,24,6,9,9,0.2,82,10,1003,61.125,11,5,4,116,116,116,0,2,6.9,météo défavorable
11/23/19,11,10,28,11,11,10,6.8,88,9.375,998,87.125,11,8,8,296,302,119,0,3,3.3,météo défavorable
11/24/19,12,8,10,8,11,10,0,90,7,1008,34.5,12,8,7,143,122,116,0,3,8.7,météo défavorable
11/25/19,10,3,16,8,10,8,1.1,92,7,1009,88.875,11,9,3,119,122,266,0,3,3.3,météo très défavorable
11/26/19,12,8,22,10,11,12,3.8,88,9.625,1006,87.75,12,10,7,122,122,119,0,3,3.3,météo défavorable
11/27/19,13,11,30,11,12,12,4.1,74,9.625,995,92.25,13,8,8,176,296,353,0,3,2.1,météo défavorable
11/28/19,12,10,24,11,12,11,0.4,80,10,1002,87.125,12,7,8,176,122,176,0,3,2.1,météo défavorable
11/29/19,10,7,11,8,9,8,2,88,9.75,1020,91.25,10,7,7,122,296,176,0,2,2.1,météo défavorable
11/30/19,8,5,17,6,7,7,0,74,10,1022,51.375,8,3,2,116,116,116,0,2,5.8,météo très défavorable
12/1/19,5,-3,17,4,3,1,0.9,83,8,1022,87,5,1,-2,266,266,122,0,1,2.1,météo très défavorable
12/2/19,7,2,10,2,5,6,0,86,10,1031,21.75,7,3,0,116,116,116,0,2,5.8,météo très défavorable
12/3/19,9,2,9,3,7,7,0,87,10,1031,9.875,9,5,2,116,116,113,0,3,5.8,météo très défavorable
12/4/19,6,2,8,2,6,5,0,79,10,1024,12.625,6,2,1,116,116,116,0,2,5.8,météo très défavorable
12/5/19,7,3,8,4,7,4,0,83,10,1024,16,7,3,1,113,113,116,0,3,5.8,météo très défavorable
12/6/19,7,1,26,3,6,6,5.1,89,7.875,1022,84.625,7,8,1,116,296,302,0,3,2.1,météo très défavorable
12/7/19,10,8,10,9,9,10,0.3,89,9.625,1018,55.25,10,8,6,176,176,116,0,2,3.9,météo défavorable
